model,prompt,sentence_sha256,stance,topic,prompt_tokens,completion_tokens,sentence
gpt-5-mini,codebook,28d56a51a1becc6b8554a922c53d814b9be642877f90a45185bd88f086a948c7,neutral,guidance,369,147,The Bank Rate is correspondingly 1 1/2 per cent and the deposit rate is 1 per cent.
gpt-5-mini,codebook,2917c09b8241176251036f03e17f4ed90ed37580589841288bca1aea814923bf,dovish,guidance,,,Slower runoff would give the Committee more time to assess market conditions as the balance sheet continues to shrink.
gpt-5-mini,codebook,2918595336e8c20ddc9a2592db5a622f923414a80e1b9958f66cef82d18432cb,neutral,growth,360,82,The sectors most adversely affected by the pandemic remain weak but have shown improvement.
gpt-5-mini,codebook,2922ccc270a0afdfc8f7074045d3adc2006859eaca1c95bd2f8e1f4c00ec2784,neutral,inflation,,,Inflation excluding taxes was 2.9%.
gpt-5-mini,codebook,293eabc76c4c460709fa956d58f06c64e4571468b50f2703824fd5c42253258e,neutral,financial_stability,,,"In addition, some participants commented on the difficulties associated with banks relying on some forms of private wholesale funding during times of stress."
gpt-5-mini,codebook,29481865a7ecf1b1274a5714f324fe25047520838cddd2305c06f789a0e92013,dovish,inflation,366,149,The factors that pushed total CPI inflation up to 2 per cent will likely unwind in the months ahead.
gpt-5-mini,codebook,2951f18ad9b6fbc0d71d910bef9afc3d48568dcca848d54b7a32f99cf35f5775,dovish,growth,,,"July 27, 2022 Recent indicators of spending and production have softened."
gpt-5-mini,codebook,29600f8be148d0e81b8f675189d55b1c021b1e972df79c7577853866fb5c091b,neutral,guidance,355,148,"Implementation Note issued April 27, 2016"
gpt-5-mini,codebook,2960251ae59fffe0d1650330d9133a20c1c8c22fa73f16d7cfdf1162e3dec3a4,hawkish,guidance,,,"and Beth M. Hammack, Neel Kashkari, and Lorie K. Logan, who supported maintaining the target range for the federal funds rate but did not support inclusion of an easing bias in the statement at this time."
gpt-5-mini,codebook,29655fc991c9e1c3a7018b62071febbee6e16bb841a5f2bc969c48b1389d5341,dovish,guidance,357,85,The provincial and corporate bond purchase programs will continue as announced.
gpt-5-mini,codebook,2969669506c9f760ca695ffb46e53af2f70eb7b43bf15d6942c96ce3c77399db,neutral,inflation,358,148,"Overall, the risks to the profile for inflation are roughly balanced."
gpt-5-mini,codebook,297478a5d35cb40ca57475cad9ed32fdb8a4ed4d0fcb7235b707c4f1dc8959e8,neutral,inflation,,,"Governing Council is particularly watching the evolution of core inflation, and continues to focus on the balance between demand and supply in the economy, inflation expectations, wage growth, and corporate pricing behaviour."
gpt-5-mini,codebook,2979e5b0768dedbc0df785a0f66154ec81a3f8889d7123e29f2185494458b971,neutral,guidance,,,"Implementation Note issued July 26, 2023"
gpt-5-mini,codebook,29864f8f95cf37fb694991c7ef392ee3c2730966d86878dc62d044f44593f09e,neutral,inflation,370,275,"With these movements, both the price of oil and the exchange rate have averaged close to levels assumed in the January MPR."
gpt-5-mini,codebook,298a7003e27b86d53bd5d45ebcc56fa1ff51616f405d4d6af0b824326526c938,neutral,guidance,,,"Implementation Note issued December 14, 2022"
gpt-5-mini,codebook,2998620b247aa427840d112685731226c1401deca819e32fc87982688ae54a80,neutral,guidance,,,"The elected members and alternate members were as follows: John C. Williams, President of the Federal Reserve Bank of New York, with Sushmita Shukla, First Vice President of the Federal Reserve Bank of New York, as alternate"
gpt-5-mini,codebook,299af32b179cf0e8551d38e0bae606a96de4a40c56c3ab236c2b740b1ee59304,dovish,employment,,,A broad range of indicators suggest that labour market conditions continue to ease.
gpt-5-mini,codebook,29ab145ab1d07fd78d427c00d05063443eb195caa0777479f438aee8dd716236,dovish,employment,,,Canada’s labour market remains soft.
gpt-5-mini,codebook,29ae444d7f26ffd1bedc60d2b99eb45bc43f88b1de2b25deaf728c4d54ba91c7,hawkish,employment,366,147,"Averaging through hurricane-related fluctuations, job gains have been solid, and the unemployment rate declined further."
gpt-5-mini,codebook,29ba9aaa43ba392fbeeb0a42a06d2b94880eee40b5d40fa99aed0b5df64318d2,neutral,inflation,,,"Preferred measures of core inflation have been around 3% in recent months, but on a monthly basis the upward momentum seen earlier this year has dissipated."
gpt-5-mini,codebook,29de8e0b03b9dfdc486a4e110725517494182597ca6b112a24661234c5aff8dc,neutral,financial_stability,,,"Treasury yields ended the intermeeting period higher, on net, more so at the short end."
gpt-5-mini,codebook,29e6081350998f876e274ce74471ddaeaccbf5db1c453d6ad453ff4f956dbef2,neutral,inflation,381,211,"The next full update of the Bank’s outlook for the economy and inflation, including risks to the projection, will be published in the MPR on 12 July 2017."
gpt-5-mini,codebook,29ed4c4c785ba556b3b252610450868b5adda6d9939204b98bb3d04b2801543d,neutral,guidance,400,275,"The Committee also directs the Desk to engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve's agency mortgage-backed securities transactions."" More information regarding open market operations and reinvestments may be found on the Federal Reserve Bank of New York's website ."
gpt-5-mini,codebook,29f3f257e5a0c2f225f676b681d83c2b63c7023596909d9ab2d1626d50fcf9cb,neutral,guidance,,,"Implementation Note issued March 19, 2025"
gpt-5-mini,codebook,2a066057829b996dd564ef4527fd1c7d248fa76a93b88cb8b61e00571452e6bf,neutral,guidance,381,276,"The next full update of the Bank’s outlook for the economy and inflation, including risks to the projection, will be published in the MPR on 20 January 2016."
gpt-5-mini,codebook,2a0ac19f1f2f805ea49ed0b215216c0ce22a2c56681c943ecf882136235e19d5,neutral,growth,,,China’s economy is facing new COVID outbreaks and an ongoing correction in its property market.
gpt-5-mini,codebook,2a0d033573c5c9cfe92ad3cce4860ad213430eef832bccf3eba3c2fc6bd590d5,neutral,inflation,371,148,"CPI and the Bank’s core measures of inflation remain near 2 per cent, consistent with an economy operating close to capacity."
gpt-5-mini,codebook,2a10bad84b3edc42a6648318fbfabf8bd335a9779a8ed1fa9bfe0c165d06faf6,neutral,guidance,,,Attended Wednesday's session only.
gpt-5-mini,codebook,2a1aca49057cc28da46148cac38d72278001af3ac93cfff507f6f1e5119547c0,neutral,inflation,363,84,"Total CPI inflation in Canada has fallen as expected, reflecting the significant drop in oil prices."
gpt-5-mini,codebook,2a2d7ab157c89c83452cac2318ba5376e8ef16ac0dd67a99079aa0e73578adb4,neutral,growth,367,82,This is roughly in line with the global economy’s potential and a modest downgrade to the Bank’s January projection.
gpt-5-mini,codebook,2a431ca96d911e7ce825c092fa7ca89faace19aa69269e2a823aaf0a3b676e72,neutral,financial_stability,360,212,"Notably, household credit growth has decelerated for three consecutive months."
gpt-5-mini,codebook,2a593209b33d2bfd08e45b8453391d2b723917ec77aa89f71cdda765b4e92d78,neutral,growth,,,Russia's war against Ukraine is causing tremendous human and economic hardship.
gpt-5-mini,codebook,2a7adfc9b9ff5402ecd2e9562f023022a92f078e25d2a15dd7013c72b2c54b3e,neutral,employment,399,277,"The Committee sees the downside risks to the outlook for the economy and the labor market as having diminished, on net, since last fall, but the tightening of financial conditions observed in recent months, if sustained, could slow the pace of improvement in the economy and labor market."
gpt-5-mini,codebook,2a7e87a5f9b8912d5400f0f1fcf86f8fa344e272ec0559310077b3acc4425c92,neutral,guidance,374,148,The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities.
gpt-5-mini,codebook,2a8c5b7890c499b59afbc62da288af8b779970f20dda09960557fd9ed377493b,neutral,growth,356,210,"However, the coronavirus poses evolving risks to economic activity."
gpt-5-mini,codebook,2aa52fef655e4379bd97c29d7988bd11daf0e5adf1812ee21450bca680fa831f,hawkish,guidance,376,276,"Governing Council expects that higher interest rates will be warranted to keep inflation near target and will continue to take a gradual approach, guided by incoming data."
gpt-5-mini,codebook,2aab58f2bb19aba994daa53f1d53ad25c783c784401b7713b430988a6718b117,neutral,guidance,,,"Jeremy B. Rudd, Senior Adviser, Division of Research and Statistics, Board Eric C. Engstrom and Elizabeth K. Kiser, Associate Directors, Division of Research and Statistics, Board"
gpt-5-mini,codebook,2ab41932cb6b22d41918136fbc340fa5e88c933135653d30648355bd3cc15cfd,hawkish,inflation,,,"With appropriate firming in the stance of monetary policy, the Committee expects inflation to return to its 2 percent objective and the labor market to remain strong."
gpt-5-mini,codebook,2ab4a32397a1bbc2b3353c7b920d569f5b8078f2868a9a67c109ba54ec79c29f,neutral,growth,379,277,"Overall, recent data have reinforced Governing Council’s view that the slowdown in late 2018 and early 2019 was temporary, although global trade risks have increased."
gpt-5-mini,codebook,2ab9d3fef555d577485d82e467fedd5e6ccae72f35b108b872844e23757b5693,dovish,growth,,,"After remaining resilient to sharply higher US tariffs and ongoing uncertainty, global economic growth is showing signs of slowing."
gpt-5-mini,codebook,2abbd95ee1c99fdc53b0736e4966e3f875718e78f35d1207df2de31f84892d92,neutral,financial_stability,,,Russia’s war on Ukraine remains a significant source of uncertainty.
gpt-5-mini,codebook,2abe0c448e1ddbd939f6b158ca840acce0ccb8026515380e1b007e80219f30d4,hawkish,guidance,,,"The Bank of Canada today increased its target for the overnight rate to 3¼%, with the Bank Rate at 3½% and the deposit rate at 3¼%."
gpt-5-mini,codebook,2ac143574902e75c2bafd821033bcaffafe5d32902b5f562c559bf5e19954a99,dovish,guidance,367,213,We remain committed to providing the appropriate degree of monetary policy stimulus to support the recovery and achieve the inflation objective.
gpt-5-mini,codebook,2ac2e8f0685ebdba9eb55baeabb68cdc200117c8c543536f2ee4795adad74e79,neutral,financial_stability,,,A couple of participants noted concerns about asset valuation pressures in other markets as well.
gpt-5-mini,codebook,2ac5c933b6dbee697c9ac9e282880f41d0bc30c0259320fabc19790453fe34d4,dovish,guidance,388,213,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
gpt-5-mini,codebook,2ad9d5fc7bae3a8455bb44fb2c43dee48a1330c3a0389c91d8829aa2dd873eb9,neutral,growth,363,466,"Amid this progress and strong policy support, indicators of economic activity and employment have strengthened."
gpt-5-mini,codebook,2af26ebbef80398e15bfee735a0f9e112730888f9329c507b27077163f0668d4,neutral,guidance,357,148,These adjustments are complex and are expected to take considerable time.
gpt-5-mini,codebook,2af2722339d519c7a06a26e13405074c46e707f0f74fd587fe9999b515931673,neutral,employment,363,83,Labor market conditions have shown signs of improvement in recent months but the unemployment rate remains elevated.
gpt-5-mini,codebook,2b1cbcc1e464fc64dfb224afede6baa548beb3dbe97e8436af89696c44a3d4e2,dovish,guidance,,,"Voting against this action were Stephen I. Miran and Christopher J. Waller, who preferred to lower the target range for the federal funds rate by 1/4 percentage point at this meeting."
gpt-5-mini,codebook,2b29172071642ed2f018e9a9ec11702e59069cbc6f67a80b93fd6c8fa7427de4,neutral,growth,364,83,Canadian economic growth in the fourth quarter of 2014 was consistent with the Bank’s expectations.
gpt-5-mini,codebook,2b3b09fab94d37e900bdd0c1b0e8e254a04e004d18a3df9ac7657a8a568d0193,neutral,growth,,,Economic growth in the euro zone was modest in late 2024.
gpt-5-mini,codebook,2b694ce91e54b63ddac905e60067528705fd20508e929c95e55b0fde61d41765,neutral,financial_stability,,,"Global bond yields have risen, equity market prices have declined, and credit spreads have widened."
gpt-5-mini,codebook,2b8902a423355a7c94ccdb80d199b4ce89c8a9a7c34b768c35952fc2bbb6fbdb,neutral,guidance,367,83,The Bank Rate is correspondingly 1 per cent and the deposit rate is 1/2 per cent.
gpt-5-mini,codebook,2b8b903a2ae0284ca3e2fb0aed618351697f9a9022ba310a1f69f381a584e8bc,hawkish,growth,367,275,This adjustment reflects continued progress towards recovery and the Bank’s increased confidence in the strength of the Canadian economic outlook.
gpt-5-mini,codebook,2b8d5a3b5d79c8b9508c5fe80a2bfd4103c94d7440707f5088b63ce812b6bdc5,neutral,inflation,369,83,"Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed, on balance."
gpt-5-mini,codebook,2b9b0066a74dbbddf6016315c6a0d75e45bf8aa7645bab31b4a951f2ee96f72c,neutral,employment,,,"Job gains have slowed in recent months but remain strong, and the unemployment rate has remained low."
gpt-5-mini,codebook,2ba6c0e6f95e3d932e6d3479a2a9d31a5fd021623621c51fbb4ffb5bc5a1fa6f,neutral,guidance,363,19,The next scheduled date for announcing the overnight rate target is 15 April 2015.
gpt-5-mini,codebook,2baf64efc512546836cba1b4242c6d332f256d5c48159d8f24b830b9f6397ad8,hawkish,inflation,,,"While the slowdown in demand is reducing price pressures in a broader number of CPI components and corporate pricing behaviour continues to normalize, core measures of inflation are not showing sustained declines."
